,ma_shap,group
con_R-PA_R-PaCG_fa,0.0,brain
con_R-PA_R-POP_fa,0.0,brain
con_R-PA_R-POR_fa,0.0,brain
con_R-PA_R-PTR_fa,0.0,brain
con_R-PA_R-PCAL_fa,0.0,brain
con_R-PA_R-PoCG_fa,0.0,brain
con_R-PA_R-PCG_fa,0.0,brain
con_R-PA_R-PrCG_fa,0.0,brain
con_R-PA_R-PCU_fa,0.0,brain
con_R-PA_R-RACG_fa,0.0,brain
con_R-PA_R-RMFG_fa,0.0,brain
con_R-PA_R-SFG_fa,0.0,brain
con_R-PA_R-SPG_fa,0.0,brain
con_R-PU_R-CER_fa,0.0,brain
con_R-PU_R-TTG_fa,0.0,brain
con_R-PU_R-AC_fa,0.0,brain
con_R-PU_R-ITG_fa,0.0,brain
con_R-PU_R-MTG_fa,0.0,brain
con_R-PU_R-MOFG_fa,0.0,brain
con_R-PU_R-LG_fa,0.0,brain
con_R-PU_R-LOFG_fa,0.0,brain
con_R-PU_R-LOG_fa,0.0,brain
con_R-PU_R-ICG_fa,0.0,brain
con_R-PU_R-IPG_fa,0.0,brain
con_R-PU_R-TP_fa,0.0,brain
con_R-PU_R-FG_fa,0.0,brain
con_R-PU_R-EC_fa,0.0,brain
con_R-PU_R-CU_fa,0.0,brain
con_R-PU_R-CMFG_fa,0.0,brain
con_R-PU_R-CACG_fa,0.0,brain
con_R-PU_R-BSTS_fa,0.0,brain
con_R-PU_R-PHIG_fa,0.0,brain
con_R-PU_R-PaCG_fa,0.0,brain
con_R-PU_R-POP_fa,0.0,brain
con_R-PU_R-POR_fa,0.0,brain
con_R-PU_R-PTR_fa,0.0,brain
con_R-PU_R-PCAL_fa,0.0,brain
con_R-PU_R-PoCG_fa,0.0,brain
con_R-PU_R-PCG_fa,0.0,brain
con_R-PU_R-PrCG_fa,0.0,brain
con_R-PU_R-PCU_fa,0.0,brain
con_R-PU_R-RACG_fa,0.0,brain
con_R-PU_R-RMFG_fa,0.0,brain
con_R-PU_R-SFG_fa,0.0,brain
con_R-PU_R-SPG_fa,0.0,brain
con_R-PU_R-STG_fa,0.0,brain
con_R-PU_R-SMG_fa,0.0,brain
con_R-PU_R-FP_fa,0.0,brain
con_R-RACG_R-TP_fa,0.0,brain
con_R-TTG_R-CER_fa,0.0,brain
con_R-RACG_R-IN_fa,0.0,brain
tfmri_sstr1_338,0.0,brain
tfmri_sstr1_344,0.0,brain
tfmri_sstr1_343,0.0,brain
tfmri_sstr1_342,0.0,brain
tfmri_sstr1_341,0.0,brain
tfmri_sstr1_340,0.0,brain
tfmri_sstr1_339,0.0,brain
tfmri_sstr1_337,0.0,brain
tfmri_sstr1_346,0.0,brain
tfmri_sstr1_336,0.0,brain
tfmri_sstr1_335,0.0,brain
tfmri_sstr1_334,0.0,brain
tfmri_sstr1_333,0.0,brain
tfmri_sstr1_332,0.0,brain
tfmri_sstr1_331,0.0,brain
tfmri_sstr1_345,0.0,brain
tfmri_sstr1_347,0.0,brain
tfmri_sstr1_436,0.0,brain
tfmri_sstr1_356,0.0,brain
tfmri_sstr1_362,0.0,brain
tfmri_sstr1_361,0.0,brain
tfmri_sstr1_360,0.0,brain
tfmri_sstr1_359,0.0,brain
tfmri_sstr1_358,0.0,brain
tfmri_sstr1_357,0.0,brain
tfmri_sstr1_355,0.0,brain
tfmri_sstr1_348,0.0,brain
tfmri_sstr1_354,0.0,brain
tfmri_sstr1_353,0.0,brain
tfmri_sstr1_352,0.0,brain
tfmri_sstr1_351,0.0,brain
tfmri_sstr1_350,0.0,brain
tfmri_sstr1_349,0.0,brain
tfmri_sstr1_330,0.0,brain
tfmri_sstr1_329,0.0,brain
tfmri_sstr1_328,0.0,brain
tfmri_sstr1_300,0.0,brain
tfmri_sstr1_306,0.0,brain
tfmri_sstr1_305,0.0,brain
tfmri_sstr1_304,0.0,brain
tfmri_sstr1_303,0.0,brain
tfmri_sstr1_302,0.0,brain
tfmri_sstr1_301,0.0,brain
tfmri_sstr1_299,0.0,brain
tfmri_sstr1_327,0.0,brain
tfmri_sstr1_298,0.0,brain
tfmri_sstr1_297,0.0,brain
tfmri_sstr1_296,0.0,brain
tfmri_sstr1_295,0.0,brain
tfmri_sstr1_294,0.0,brain
tfmri_sstr1_293,0.0,brain
tfmri_sstr1_307,0.0,brain
tfmri_sstr1_308,0.0,brain
tfmri_sstr1_309,0.0,brain
tfmri_sstr1_310,0.0,brain
tfmri_sstr1_311,0.0,brain
tfmri_sstr1_312,0.0,brain
tfmri_sstr1_314,0.0,brain
tfmri_sstr1_316,0.0,brain
tfmri_sstr1_317,0.0,brain
tfmri_sstr1_318,0.0,brain
tfmri_sstr1_319,0.0,brain
tfmri_sstr1_321,0.0,brain
tfmri_sstr1_322,0.0,brain
tfmri_sstr1_323,0.0,brain
tfmri_sstr1_324,0.0,brain
tfmri_sstr1_325,0.0,brain
tfmri_sstr1_326,0.0,brain
tfmri_sstr1_363,0.0,brain
tfmri_sstr1_364,0.0,brain
tfmri_sstr1_365,0.0,brain
tfmri_sstr1_411,0.0,brain
tfmri_sstr1_417,0.0,brain
tfmri_sstr1_416,0.0,brain
tfmri_sstr1_415,0.0,brain
tfmri_sstr1_414,0.0,brain
tfmri_sstr1_413,0.0,brain
tfmri_sstr1_412,0.0,brain
tfmri_sstr1_410,0.0,brain
tfmri_sstr1_402,0.0,brain
tfmri_sstr1_409,0.0,brain
tfmri_sstr1_408,0.0,brain
tfmri_sstr1_407,0.0,brain
tfmri_sstr1_406,0.0,brain
tfmri_sstr1_405,0.0,brain
tfmri_sstr1_404,0.0,brain
tfmri_sstr1_418,0.0,brain
tfmri_sstr1_419,0.0,brain
tfmri_sstr1_420,0.0,brain
tfmri_sstr1_421,0.0,brain
tfmri_sstr1_422,0.0,brain
tfmri_sstr1_423,0.0,brain
tfmri_sstr1_424,0.0,brain
tfmri_sstr1_425,0.0,brain
tfmri_sstr1_426,0.0,brain
tfmri_sstr1_427,0.0,brain
tfmri_sstr1_428,0.0,brain
tfmri_sstr1_429,0.0,brain
tfmri_sstr1_430,0.0,brain
tfmri_sstr1_431,0.0,brain
tfmri_sstr1_432,0.0,brain
tfmri_sstr1_433,0.0,brain
tfmri_sstr1_434,0.0,brain
tfmri_sstr1_403,0.0,brain
tfmri_sstr1_401,0.0,brain
tfmri_sstr1_366,0.0,brain
tfmri_sstr1_376,0.0,brain
tfmri_sstr1_382,0.0,brain
tfmri_sstr1_381,0.0,brain
tfmri_sstr1_380,0.0,brain
tfmri_sstr1_379,0.0,brain
tfmri_sstr1_378,0.0,brain
tfmri_sstr1_377,0.0,brain
tfmri_sstr1_375,0.0,brain
tfmri_sstr1_400,0.0,brain
tfmri_sstr1_374,0.0,brain
tfmri_sstr1_373,0.0,brain
tfmri_sstr1_370,0.0,brain
tfmri_sstr1_369,0.0,brain
tfmri_sstr1_368,0.0,brain
tfmri_sstr1_367,0.0,brain
tfmri_sstr1_383,0.0,brain
tfmri_sstr1_384,0.0,brain
tfmri_sstr1_385,0.0,brain
tfmri_sstr1_386,0.0,brain
tfmri_sstr1_387,0.0,brain
tfmri_sstr1_388,0.0,brain
tfmri_sstr1_389,0.0,brain
tfmri_sstr1_390,0.0,brain
tfmri_sstr1_391,0.0,brain
tfmri_sstr1_392,0.0,brain
tfmri_sstr1_393,0.0,brain
tfmri_sstr1_394,0.0,brain
tfmri_sstr1_395,0.0,brain
tfmri_sstr1_396,0.0,brain
tfmri_sstr1_397,0.0,brain
tfmri_sstr1_398,0.0,brain
tfmri_sstr1_399,0.0,brain
tfmri_sstr1_292,0.0,brain
tfmri_sstr1_291,0.0,brain
tfmri_sstr1_290,0.0,brain
tfmri_sstr1_186,0.0,brain
tfmri_sstr1_193,0.0,brain
tfmri_sstr1_192,0.0,brain
tfmri_sstr1_190,0.0,brain
tfmri_sstr1_189,0.0,brain
tfmri_sstr1_188,0.0,brain
tfmri_sstr1_187,0.0,brain
tfmri_sstr1_185,0.0,brain
tfmri_sstr1_176,0.0,brain
tfmri_sstr1_183,0.0,brain
tfmri_sstr1_182,0.0,brain
tfmri_sstr1_181,0.0,brain
tfmri_sstr1_180,0.0,brain
tfmri_sstr1_179,0.0,brain
tfmri_sstr1_178,0.0,brain
tfmri_sstr1_194,0.0,brain
tfmri_sstr1_196,0.0,brain
tfmri_sstr1_197,0.0,brain
tfmri_sstr1_198,0.0,brain
tfmri_sstr1_200,0.0,brain
tfmri_sstr1_201,0.0,brain
tfmri_sstr1_202,0.0,brain
tfmri_sstr1_203,0.0,brain
tfmri_sstr1_204,0.0,brain
tfmri_sstr1_205,0.0,brain
tfmri_sstr1_206,0.0,brain
tfmri_sstr1_207,0.0,brain
tfmri_sstr1_208,0.0,brain
tfmri_sstr1_209,0.0,brain
tfmri_sstr1_210,0.0,brain
tfmri_sstr1_211,0.0,brain
tfmri_sstr1_212,0.0,brain
tfmri_sstr1_177,0.0,brain
tfmri_sstr1_175,0.0,brain
tfmri_sstr1_214,0.0,brain
tfmri_sstr1_150,0.0,brain
tfmri_sstr1_156,0.0,brain
tfmri_sstr1_155,0.0,brain
tfmri_sstr1_154,0.0,brain
tfmri_sstr1_153,0.0,brain
tfmri_sstr1_152,0.0,brain
tfmri_sstr1_151,0.0,brain
tfmri_sstr1_149,0.0,brain
tfmri_sstr1_174,0.0,brain
tfmri_sstr1_148,0.0,brain
tfmri_sstr1_147,0.0,brain
tfmri_sstr1_146,0.0,brain
tfmri_sstr1_145,0.0,brain
tfmri_sstr1_144,0.0,brain
tfmri_sstr1_143,0.0,brain
tfmri_sstr1_157,0.0,brain
tfmri_sstr1_158,0.0,brain
tfmri_sstr1_159,0.0,brain
tfmri_sstr1_160,0.0,brain
tfmri_sstr1_161,0.0,brain
tfmri_sstr1_162,0.0,brain
tfmri_sstr1_163,0.0,brain
tfmri_sstr1_164,0.0,brain
tfmri_sstr1_165,0.0,brain
tfmri_sstr1_166,0.0,brain
tfmri_sstr1_167,0.0,brain
tfmri_sstr1_168,0.0,brain
tfmri_sstr1_169,0.0,brain
tfmri_sstr1_170,0.0,brain
tfmri_sstr1_171,0.0,brain
tfmri_sstr1_172,0.0,brain
tfmri_sstr1_173,0.0,brain
tfmri_sstr1_213,0.0,brain
tfmri_sstr1_215,0.0,brain
tfmri_sstr1_289,0.0,brain
tfmri_sstr1_262,0.0,brain
tfmri_sstr1_270,0.0,brain
tfmri_sstr1_268,0.0,brain
tfmri_sstr1_267,0.0,brain
tfmri_sstr1_266,0.0,brain
tfmri_sstr1_265,0.0,brain
tfmri_sstr1_264,0.0,brain
tfmri_sstr1_261,0.0,brain
tfmri_sstr1_253,0.0,brain
tfmri_sstr1_260,0.0,brain
tfmri_sstr1_259,0.0,brain
tfmri_sstr1_258,0.0,brain
tfmri_sstr1_257,0.0,brain
tfmri_sstr1_256,0.0,brain
tfmri_sstr1_255,0.0,brain
tfmri_sstr1_271,0.0,brain
tfmri_sstr1_272,0.0,brain
tfmri_sstr1_273,0.0,brain
tfmri_sstr1_274,0.0,brain
tfmri_sstr1_275,0.0,brain
tfmri_sstr1_276,0.0,brain
tfmri_sstr1_277,0.0,brain
tfmri_sstr1_278,0.0,brain
tfmri_sstr1_280,0.0,brain
tfmri_sstr1_281,0.0,brain
tfmri_sstr1_282,0.0,brain
tfmri_sstr1_283,0.0,brain
tfmri_sstr1_284,0.0,brain
tfmri_sstr1_285,0.0,brain
tfmri_sstr1_286,0.0,brain
tfmri_sstr1_287,0.0,brain
tfmri_sstr1_288,0.0,brain
tfmri_sstr1_254,0.0,brain
tfmri_sstr1_252,0.0,brain
tfmri_sstr1_216,0.0,brain
tfmri_sstr1_224,0.0,brain
tfmri_sstr1_230,0.0,brain
tfmri_sstr1_229,0.0,brain
tfmri_sstr1_228,0.0,brain
tfmri_sstr1_227,0.0,brain
tfmri_sstr1_226,0.0,brain
tfmri_sstr1_225,0.0,brain
tfmri_sstr1_223,0.0,brain
tfmri_sstr1_251,0.0,brain
tfmri_sstr1_222,0.0,brain
tfmri_sstr1_221,0.0,brain
tfmri_sstr1_220,0.0,brain
tfmri_sstr1_219,0.0,brain
tfmri_sstr1_218,0.0,brain
tfmri_sstr1_217,0.0,brain
tfmri_sstr1_233,0.0,brain
tfmri_sstr1_234,0.0,brain
tfmri_sstr1_236,0.0,brain
tfmri_sstr1_237,0.0,brain
tfmri_sstr1_238,0.0,brain
tfmri_sstr1_239,0.0,brain
tfmri_sstr1_240,0.0,brain
tfmri_sstr1_241,0.0,brain
tfmri_sstr1_242,0.0,brain
tfmri_sstr1_243,0.0,brain
tfmri_sstr1_244,0.0,brain
tfmri_sstr1_245,0.0,brain
tfmri_sstr1_246,0.0,brain
tfmri_sstr1_247,0.0,brain
tfmri_sstr1_248,0.0,brain
tfmri_sstr1_249,0.0,brain
tfmri_sstr1_250,0.0,brain
tfmri_sstr1_435,0.0,brain
tfmri_sstr1_437,0.0,brain
tfmri_sstr1_141,0.0,brain
tfmri_sstr1_629,0.0,brain
tfmri_sstr1_635,0.0,brain
tfmri_sstr1_634,0.0,brain
tfmri_sstr1_633,0.0,brain
tfmri_sstr1_632,0.0,brain
tfmri_sstr1_631,0.0,brain
tfmri_sstr1_630,0.0,brain
tfmri_sstr1_628,0.0,brain
tfmri_sstr1_637,0.0,brain
tfmri_sstr1_627,0.0,brain
tfmri_sstr1_626,0.0,brain
tfmri_sstr1_625,0.0,brain
tfmri_sstr1_624,0.0,brain
tfmri_sstr1_623,0.0,brain
tfmri_sstr1_622,0.0,brain
tfmri_sstr1_636,0.0,brain
tfmri_sstr1_638,0.0,brain
tfmri_sstr1_438,0.0,brain
tfmri_sstr1_647,0.0,brain
tfmri_sstr1_653,0.0,brain
tfmri_sstr1_652,0.0,brain
tfmri_sstr1_651,0.0,brain
tfmri_sstr1_650,0.0,brain
tfmri_sstr1_649,0.0,brain
tfmri_sstr1_648,0.0,brain
tfmri_sstr1_646,0.0,brain
tfmri_sstr1_639,0.0,brain
tfmri_sstr1_645,0.0,brain
tfmri_sstr1_644,0.0,brain
tfmri_sstr1_643,0.0,brain
tfmri_sstr1_642,0.0,brain
tfmri_sstr1_641,0.0,brain
tfmri_sstr1_640,0.0,brain
tfmri_sstr1_621,0.0,brain
tfmri_sstr1_620,0.0,brain
tfmri_sstr1_619,0.0,brain
tfmri_sstr1_593,0.0,brain
tfmri_sstr1_599,0.0,brain
tfmri_sstr1_598,0.0,brain
tfmri_sstr1_597,0.0,brain
tfmri_sstr1_596,0.0,brain
tfmri_sstr1_595,0.0,brain
tfmri_sstr1_594,0.0,brain
tfmri_sstr1_592,0.0,brain
tfmri_sstr1_618,0.0,brain
tfmri_sstr1_591,0.0,brain
tfmri_sstr1_590,0.0,brain
tfmri_sstr1_588,0.0,brain
tfmri_sstr1_587,0.0,brain
tfmri_sstr1_586,0.0,brain
tfmri_sstr1_585,0.0,brain
tfmri_sstr1_600,0.0,brain
tfmri_sstr1_601,0.0,brain
tfmri_sstr1_602,0.0,brain
tfmri_sstr1_603,0.0,brain
tfmri_sstr1_604,0.0,brain
tfmri_sstr1_605,0.0,brain
tfmri_sstr1_606,0.0,brain
tfmri_sstr1_607,0.0,brain
tfmri_sstr1_608,0.0,brain
tfmri_sstr1_609,0.0,brain
tfmri_sstr1_610,0.0,brain
tfmri_sstr1_611,0.0,brain
tfmri_sstr1_612,0.0,brain
tfmri_sstr1_613,0.0,brain
tfmri_sstr1_614,0.0,brain
tfmri_sstr1_615,0.0,brain
tfmri_sstr1_617,0.0,brain
tfmri_sstr1_654,0.0,brain
tfmri_sstr1_655,0.0,brain
tfmri_sstr1_656,0.0,brain
race_5,0.0,demo
married_6,0.0,demo
married_5,0.0,demo
married_4,0.0,demo
married_3,0.0,demo
married_2,0.0,demo
married_1,0.0,demo
race_4,0.0,demo
cbcl_scr_07_sct_t,0.0,cbcl
race_3,0.0,demo
race_2,0.0,demo
race_1,0.0,demo
BMI,0.0,demo
income,0.0,demo
sex,0.0,demo
edu_1,0.0,demo
edu_2,0.0,demo
edu_3,0.0,demo
edu_4,0.0,demo
DEPRESSION_SUB,0.0,poly
EA,0.0,poly
DRINK,0.0,poly
MDD,0.0,poly
RISK4PC,0.0,poly
SNORING,0.0,poly
ASD,0.0,poly
WORRY,0.0,poly
CANNABIS,0.0,poly
IQ,0.0,poly
NEUROTICISM,0.0,poly
DEPRESSION,0.0,poly
INSOMNIA,0.0,poly
age,0.0,demo
cbcl_scr_dsm5_adhd_t,0.0,cbcl
tfmri_sstr1_657,0.0,brain
tfmri_sstr1_665,0.0,brain
tfmri_sstr1_671,0.0,brain
tfmri_sstr1_670,0.0,brain
tfmri_sstr1_669,0.0,brain
tfmri_sstr1_668,0.0,brain
tfmri_sstr1_667,0.0,brain
tfmri_sstr1_666,0.0,brain
tfmri_sstr1_664,0.0,brain
cbcl_scr_dsm5_somaticpr_t,0.0,cbcl
tfmri_sstr1_663,0.0,brain
tfmri_sstr1_662,0.0,brain
tfmri_sstr1_661,0.0,brain
tfmri_sstr1_660,0.0,brain
tfmri_sstr1_659,0.0,brain
tfmri_sstr1_658,0.0,brain
tfmri_sstr1_672,0.0,brain
tfmri_sstr1_673,0.0,brain
tfmri_sstr1_674,0.0,brain
tfmri_sstr1_675,0.0,brain
tfmri_sstr1_676,0.0,brain
tfmri_sstr1_677,0.0,brain
tfmri_sstr1_678,0.0,brain
tfmri_sstr1_679,0.0,brain
tfmri_sstr1_680,0.0,brain
tfmri_sstr1_681,0.0,brain
tfmri_sstr1_682,0.0,brain
tfmri_sstr1_683,0.0,brain
tfmri_sstr1_684,0.0,brain
tfmri_sstr1_685,0.0,brain
tfmri_sstr1_686,0.0,brain
cbcl_scr_syn_withdep_t,0.0,cbcl
cbcl_scr_dsm5_anxdisord_t,0.0,cbcl
tfmri_sstr1_584,0.0,brain
tfmri_sstr1_583,0.0,brain
tfmri_sstr1_582,0.0,brain
tfmri_sstr1_482,0.0,brain
tfmri_sstr1_488,0.0,brain
tfmri_sstr1_487,0.0,brain
tfmri_sstr1_486,0.0,brain
tfmri_sstr1_485,0.0,brain
tfmri_sstr1_484,0.0,brain
tfmri_sstr1_483,0.0,brain
tfmri_sstr1_481,0.0,brain
tfmri_sstr1_473,0.0,brain
tfmri_sstr1_480,0.0,brain
tfmri_sstr1_479,0.0,brain
tfmri_sstr1_478,0.0,brain
tfmri_sstr1_477,0.0,brain
tfmri_sstr1_476,0.0,brain
tfmri_sstr1_475,0.0,brain
tfmri_sstr1_489,0.0,brain
tfmri_sstr1_490,0.0,brain
tfmri_sstr1_491,0.0,brain
tfmri_sstr1_492,0.0,brain
tfmri_sstr1_493,0.0,brain
tfmri_sstr1_494,0.0,brain
tfmri_sstr1_495,0.0,brain
tfmri_sstr1_496,0.0,brain
tfmri_sstr1_498,0.0,brain
tfmri_sstr1_499,0.0,brain
tfmri_sstr1_500,0.0,brain
tfmri_sstr1_501,0.0,brain
tfmri_sstr1_502,0.0,brain
tfmri_sstr1_503,0.0,brain
tfmri_sstr1_504,0.0,brain
tfmri_sstr1_505,0.0,brain
tfmri_sstr1_506,0.0,brain
tfmri_sstr1_474,0.0,brain
tfmri_sstr1_472,0.0,brain
tfmri_sstr1_509,0.0,brain
tfmri_sstr1_447,0.0,brain
tfmri_sstr1_453,0.0,brain
tfmri_sstr1_452,0.0,brain
tfmri_sstr1_451,0.0,brain
tfmri_sstr1_450,0.0,brain
tfmri_sstr1_449,0.0,brain
tfmri_sstr1_448,0.0,brain
tfmri_sstr1_446,0.0,brain
tfmri_sstr1_471,0.0,brain
tfmri_sstr1_444,0.0,brain
tfmri_sstr1_443,0.0,brain
tfmri_sstr1_442,0.0,brain
tfmri_sstr1_441,0.0,brain
tfmri_sstr1_440,0.0,brain
tfmri_sstr1_439,0.0,brain
tfmri_sstr1_454,0.0,brain
tfmri_sstr1_455,0.0,brain
tfmri_sstr1_456,0.0,brain
tfmri_sstr1_457,0.0,brain
tfmri_sstr1_458,0.0,brain
tfmri_sstr1_459,0.0,brain
tfmri_sstr1_460,0.0,brain
tfmri_sstr1_461,0.0,brain
tfmri_sstr1_462,0.0,brain
tfmri_sstr1_463,0.0,brain
tfmri_sstr1_464,0.0,brain
tfmri_sstr1_465,0.0,brain
tfmri_sstr1_466,0.0,brain
tfmri_sstr1_467,0.0,brain
tfmri_sstr1_468,0.0,brain
tfmri_sstr1_469,0.0,brain
tfmri_sstr1_470,0.0,brain
tfmri_sstr1_507,0.0,brain
tfmri_sstr1_510,0.0,brain
tfmri_sstr1_581,0.0,brain
tfmri_sstr1_557,0.0,brain
tfmri_sstr1_563,0.0,brain
tfmri_sstr1_562,0.0,brain
tfmri_sstr1_561,0.0,brain
tfmri_sstr1_560,0.0,brain
tfmri_sstr1_559,0.0,brain
tfmri_sstr1_558,0.0,brain
tfmri_sstr1_556,0.0,brain
tfmri_sstr1_548,0.0,brain
tfmri_sstr1_555,0.0,brain
tfmri_sstr1_554,0.0,brain
tfmri_sstr1_553,0.0,brain
tfmri_sstr1_552,0.0,brain
tfmri_sstr1_551,0.0,brain
tfmri_sstr1_550,0.0,brain
tfmri_sstr1_564,0.0,brain
tfmri_sstr1_565,0.0,brain
tfmri_sstr1_566,0.0,brain
tfmri_sstr1_567,0.0,brain
tfmri_sstr1_568,0.0,brain
tfmri_sstr1_569,0.0,brain
tfmri_sstr1_570,0.0,brain
tfmri_sstr1_571,0.0,brain
tfmri_sstr1_572,0.0,brain
tfmri_sstr1_573,0.0,brain
tfmri_sstr1_574,0.0,brain
tfmri_sstr1_575,0.0,brain
tfmri_sstr1_576,0.0,brain
tfmri_sstr1_577,0.0,brain
tfmri_sstr1_578,0.0,brain
tfmri_sstr1_579,0.0,brain
tfmri_sstr1_580,0.0,brain
tfmri_sstr1_549,0.0,brain
tfmri_sstr1_547,0.0,brain
tfmri_sstr1_511,0.0,brain
tfmri_sstr1_521,0.0,brain
tfmri_sstr1_527,0.0,brain
tfmri_sstr1_526,0.0,brain
tfmri_sstr1_525,0.0,brain
tfmri_sstr1_524,0.0,brain
tfmri_sstr1_523,0.0,brain
tfmri_sstr1_522,0.0,brain
tfmri_sstr1_520,0.0,brain
tfmri_sstr1_546,0.0,brain
tfmri_sstr1_519,0.0,brain
tfmri_sstr1_518,0.0,brain
tfmri_sstr1_517,0.0,brain
tfmri_sstr1_516,0.0,brain
tfmri_sstr1_514,0.0,brain
tfmri_sstr1_513,0.0,brain
tfmri_sstr1_528,0.0,brain
tfmri_sstr1_529,0.0,brain
tfmri_sstr1_530,0.0,brain
tfmri_sstr1_531,0.0,brain
tfmri_sstr1_532,0.0,brain
tfmri_sstr1_533,0.0,brain
tfmri_sstr1_534,0.0,brain
tfmri_sstr1_535,0.0,brain
tfmri_sstr1_537,0.0,brain
tfmri_sstr1_538,0.0,brain
tfmri_sstr1_539,0.0,brain
tfmri_sstr1_540,0.0,brain
tfmri_sstr1_541,0.0,brain
tfmri_sstr1_542,0.0,brain
tfmri_sstr1_543,0.0,brain
tfmri_sstr1_544,0.0,brain
tfmri_sstr1_545,0.0,brain
tfmri_sstr1_142,0.0,brain
tfmri_sstr1_140,0.0,brain
con_R-RACG_R-CER_fa,0.0,brain
lh_cuneus_thickness._.5,0.0,brain
lh_lateraloccipital_thickness._.5,0.0,brain
lh_isthmuscingulate_thickness._.5,0.0,brain
lh_inferiortemporal_thickness._.5,0.0,brain
lh_inferiorparietal_thickness._.5,0.0,brain
lh_fusiform_thickness._.5,0.0,brain
lh_entorhinal_thickness._.5,0.0,brain
lh_caudalmiddlefrontal_thickness._.5,0.0,brain
lh_lingual_thickness._.5,0.0,brain
lh_caudalanteriorcingulate_thickness._.5,0.0,brain
lh_bankssts_thickness._.5,0.0,brain
rh_insula_meancurv._.4,0.0,brain
rh_transversetemporal_meancurv._.4,0.0,brain
rh_temporalpole_meancurv._.4,0.0,brain
rh_frontalpole_meancurv._.4,0.0,brain
lh_lateralorbitofrontal_thickness._.5,0.0,brain
lh_medialorbitofrontal_thickness._.5,0.0,brain
lh_insula_volume._.7,0.0,brain
lh_precentral_thickness._.5,0.0,brain
lh_superiortemporal_thickness._.5,0.0,brain
lh_superiorparietal_thickness._.5,0.0,brain
lh_superiorfrontal_thickness._.5,0.0,brain
lh_rostralmiddlefrontal_thickness._.5,0.0,brain
lh_rostralanteriorcingulate_thickness._.5,0.0,brain
lh_precuneus_thickness._.5,0.0,brain
lh_posteriorcingulate_thickness._.5,0.0,brain
lh_middletemporal_thickness._.5,0.0,brain
lh_postcentral_thickness._.5,0.0,brain
lh_pericalcarine_thickness._.5,0.0,brain
lh_parstriangularis_thickness._.5,0.0,brain
lh_parsorbitalis_thickness._.5,0.0,brain
lh_parsopercularis_thickness._.5,0.0,brain
lh_parahippocampal_thickness._.5,0.0,brain
rh_supramarginal_meancurv._.4,0.0,brain
rh_superiortemporal_meancurv._.4,0.0,brain
rh_superiorparietal_meancurv._.4,0.0,brain
rh_caudalanteriorcingulate_meancurv._.4,0.0,brain
rh_isthmuscingulate_meancurv._.4,0.0,brain
rh_inferiortemporal_meancurv._.4,0.0,brain
rh_inferiorparietal_meancurv._.4,0.0,brain
rh_fusiform_meancurv._.4,0.0,brain
rh_entorhinal_meancurv._.4,0.0,brain
rh_caudalmiddlefrontal_meancurv._.4,0.0,brain
rh_bankssts_meancurv._.4,0.0,brain
rh_superiorfrontal_meancurv._.4,0.0,brain
lh_insula_meancurv._.3,0.0,brain
lh_transversetemporal_meancurv._.3,0.0,brain
lh_temporalpole_meancurv._.3,0.0,brain
lh_frontalpole_meancurv._.3,0.0,brain
lh_supramarginal_meancurv._.3,0.0,brain
lh_superiortemporal_meancurv._.3,0.0,brain
rh_lateraloccipital_meancurv._.4,0.0,brain
rh_lateralorbitofrontal_meancurv._.4,0.0,brain
rh_lingual_meancurv._.4,0.0,brain
rh_medialorbitofrontal_meancurv._.4,0.0,brain
rh_middletemporal_meancurv._.4,0.0,brain
rh_parahippocampal_meancurv._.4,0.0,brain
rh_paracentral_meancurv._.4,0.0,brain
rh_parsopercularis_meancurv._.4,0.0,brain
rh_parsorbitalis_meancurv._.4,0.0,brain
rh_parstriangularis_meancurv._.4,0.0,brain
rh_pericalcarine_meancurv._.4,0.0,brain
rh_postcentral_meancurv._.4,0.0,brain
rh_posteriorcingulate_meancurv._.4,0.0,brain
rh_precentral_meancurv._.4,0.0,brain
rh_precuneus_meancurv._.4,0.0,brain
rh_rostralanteriorcingulate_meancurv._.4,0.0,brain
rh_rostralmiddlefrontal_meancurv._.4,0.0,brain
lh_supramarginal_thickness._.5,0.0,brain
lh_frontalpole_thickness._.5,0.0,brain
lh_temporalpole_thickness._.5,0.0,brain
lh_isthmuscingulate_volume._.7,0.0,brain
lh_parahippocampal_volume._.7,0.0,brain
lh_middletemporal_volume._.7,0.0,brain
lh_medialorbitofrontal_volume._.7,0.0,brain
lh_lingual_volume._.7,0.0,brain
lh_lateralorbitofrontal_volume._.7,0.0,brain
lh_lateraloccipital_volume._.7,0.0,brain
lh_inferiortemporal_volume._.7,0.0,brain
rh_MeanThickness_thickness._.6,0.0,brain
lh_inferiorparietal_volume._.7,0.0,brain
lh_fusiform_volume._.7,0.0,brain
lh_entorhinal_volume._.7,0.0,brain
lh_cuneus_volume._.7,0.0,brain
lh_caudalmiddlefrontal_volume._.7,0.0,brain
lh_caudalanteriorcingulate_volume._.7,0.0,brain
lh_paracentral_volume._.7,0.0,brain
lh_parsopercularis_volume._.7,0.0,brain
lh_parsorbitalis_volume._.7,0.0,brain
lh_parstriangularis_volume._.7,0.0,brain
lh_pericalcarine_volume._.7,0.0,brain
lh_postcentral_volume._.7,0.0,brain
lh_posteriorcingulate_volume._.7,0.0,brain
lh_precentral_volume._.7,0.0,brain
lh_precuneus_volume._.7,0.0,brain
